"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.544215250E0,-2.274659129E0,-6.827707179E0,-8.587596298E0,1.120439510E1
2.554239250E0,-2.493458576E0,-5.836723409E0,-8.070516493E0,1.026732255E1
2.564262250E0,-2.820567900E0,-4.532711288E0,-7.162909341E0,8.933551652E0
2.574286250E0,-3.309263566E0,-2.638718031E0,-5.255914800E0,6.748236702E0
2.584309250E0,-3.664513199E0,-3.151579070E-1,-2.099936285E0,4.235293838E0
2.594332250E0,-3.508419439E0,2.026453741E0,2.596703448E0,4.812316544E0
2.604356250E0,-2.502842480E0,4.061463713E0,8.225941917E0,9.509249623E0
2.614379250E0,-8.180942477E-1,5.119168307E0,1.358676337E1,1.454219038E1
2.624403250E0,1.178114697E0,4.831162530E0,1.741242583E1,1.810857970E1
2.634426250E0,3.016277131E0,4.097502442E0,1.904329380E1,1.971127831E1
2.644449250E0,4.394733955E0,3.977506467E0,1.860233889E1,1.952386377E1
2.654473250E0,4.969126414E0,4.540680458E0,1.731541701E1,1.857777335E1
2.664496250E0,4.906588688E0,4.965403492E0,1.551339403E1,1.701162069E1
2.674520250E0,4.517964610E0,4.708767443E0,1.342663854E1,1.492846668E1
2.684543250E0,3.875914603E0,4.176651523E0,1.161215396E1,1.293480775E1
2.694566250E0,3.352847542E0,3.606590681E0,1.012652849E1,1.126035800E1
2.704590250E0,3.019068300E0,3.017525219E0,8.509801433E0,9.520344126E0
2.714613250E0,2.471892583E0,2.505058283E0,6.325538943E0,7.238647170E0
2.724637250E0,1.771224532E0,2.031868848E0,3.900784566E0,4.741502672E0
2.734660250E0,1.085842272E0,1.562801115E0,1.567891701E0,2.465701756E0
2.744684250E0,5.118108791E-1,1.100340151E0,-5.580880827E-1,1.335724946E0
2.754707250E0,2.468402088E-3,5.925311065E-1,-2.492137690E0,2.561610718E0
2.764730250E0,-4.402166936E-1,7.689263999E-2,-4.134898894E0,4.158977288E0
2.774754250E0,-7.946985877E-1,-4.290564054E-1,-5.221094631E0,5.298628539E0
2.784777250E0,-1.104560525E0,-7.796595490E-1,-5.870815015E0,6.024482708E0
2.794801250E0,-1.331733770E0,-1.074373836E0,-6.338249035E0,6.565150022E0
2.804824250E0,-1.466625089E0,-1.474494125E0,-6.676212838E0,6.992634692E0
2.814847250E0,-1.556748808E0,-1.805892089E0,-6.927786952E0,7.326591646E0
2.824871250E0,-1.570491665E0,-1.940363431E0,-7.082713024E0,7.509745541E0
2.834894250E0,-1.623160606E0,-1.965436876E0,-6.991320459E0,7.441515587E0
2.844918250E0,-1.740631461E0,-1.906948348E0,-6.866532106E0,7.335905741E0
2.854941250E0,-1.821593471E0,-1.738646185E0,-6.779565298E0,7.232122715E0
2.864965250E0,-1.880178333E0,-1.334486055E0,-6.529441878E0,6.924560262E0
2.874988250E0,-1.832653187E0,-8.499044895E-1,-5.944047298E0,6.277949795E0
2.885011250E0,-1.670452302E0,-4.173187047E-1,-5.071506482E0,5.355814018E0
2.895035250E0,-1.545846236E0,1.752813989E-1,-3.644548466E0,3.962713424E0
2.905058250E0,-1.240569685E0,8.146679986E-1,-1.398908338E0,2.039519951E0
2.915082250E0,-4.958427179E-1,1.171537018E0,1.077181669E0,1.666937112E0
2.925105250E0,5.493051262E-1,1.246525805E0,3.282029282E0,3.553488274E0
2.935128250E0,1.618515578E0,1.486720653E0,5.023967450E0,5.483628353E0
2.945152250E0,2.696362807E0,1.574931164E0,6.193874264E0,6.936487509E0
2.955175250E0,3.489477968E0,1.380763258E0,6.590617787E0,7.584141776E0
2.965199250E0,3.845897922E0,1.282404905E0,6.446713716E0,7.615484942E0
2.975222250E0,3.798591024E0,1.346159436E0,6.018784654E0,7.243425136E0
2.985246250E0,3.416014135E0,1.248684597E0,5.134312010E0,6.292020790E0
2.995269250E0,2.864261219E0,9.858367583E-1,4.112211698E0,5.107460376E0
3.005292250E0,2.219403525E0,8.397396898E-1,3.167742528E0,3.957967595E0
3.015316250E0,1.508445398E0,7.321129149E-1,2.236243068E0,2.795027710E0
3.025339250E0,7.390086825E-1,6.307809600E-1,1.202988607E0,1.546350555E0
3.035363250E0,9.133000016E-2,5.844394371E-1,3.159121978E-1,6.706050561E-1
3.045386250E0,-3.764577770E-1,5.830206102E-1,-4.162311226E-1,8.092476983E-1
3.055409250E0,-7.317423476E-1,5.919370294E-1,-1.098994707E0,1.446936652E0
3.065433250E0,-9.248784388E-1,4.881778952E-1,-1.525039796E0,1.849179322E0
3.075456250E0,-1.016566215E0,3.489603683E-1,-1.693992169E0,2.006187847E0
3.085480250E0,-1.090205976E0,2.245324963E-1,-1.955551574E0,2.250143522E0
3.095503250E0,-1.115011400E0,8.182418168E-2,-2.252765545E0,2.514935033E0
3.105527250E0,-1.023741626E0,-2.040035069E-1,-2.355306412E0,2.576263310E0
3.115550250E0,-8.455079681E-1,-4.199949753E-1,-2.440487480E0,2.616726704E0
3.125573250E0,-7.261711936E-1,-4.922770858E-1,-2.280350370E0,2.443288591E0
3.135597250E0,-5.645901134E-1,-5.706408852E-1,-2.057311252E0,2.208375558E0
3.145620250E0,-3.121239330E-1,-6.934990722E-1,-1.792915948E0,1.947539450E0
3.155644250E0,-1.325404452E-1,-8.071362001E-1,-1.392789227E0,1.615208236E0
3.165667250E0,7.188099146E-2,-8.848357558E-1,-1.070329317E0,1.390577592E0
3.175690250E0,2.793681233E-1,-1.012055381E0,-8.970359713E-1,1.380933082E0
3.185714250E0,4.235989067E-1,-1.164478260E0,-7.542264998E-1,1.450621682E0
