"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.465773015E0,6.047602177E0,-1.854746342E-1,-6.789727211E0,9.094409740E0
5.485730818E0,3.875695229E0,6.120867729E-1,-4.350785255E0,5.858753798E0
5.505674664E0,1.088010550E0,1.963378668E0,-8.735399246E-1,2.408670743E0
5.525625671E0,-1.543354988E0,2.976802349E0,1.545976639E0,3.692335387E0
5.545576272E0,-3.748824835E0,4.215662956E0,5.993904114E0,8.231183896E0
5.565526669E0,-6.499603271E0,5.765803337E0,9.647262573E0,1.298302761E1
5.585458675E0,-6.323328495E0,7.817603588E0,1.607406235E1,1.895982303E1
5.605428115E0,-5.929930687E0,7.185996056E0,2.765004921E1,2.917752283E1
5.625377902E0,-7.059668541E0,5.365176201E0,3.362641144E1,3.477584768E1
5.645310762E0,-8.705034256E0,4.649491310E0,3.343756866E1,3.486353954E1
5.665280202E0,-7.698562622E0,3.281600475E0,2.531477737E1,2.666223400E1
5.685229745E0,-3.774800539E0,3.503681183E0,1.400765228E1,1.492445052E1
5.705181892E0,-7.473344803E-1,2.818951130E0,6.220788956E0,6.870459193E0
5.725115240E0,1.874726295E0,1.912985325E0,-3.354629040E0,4.292743590E0
5.745074060E0,7.488741875E-1,-1.245085239E0,-1.005066013E1,1.015513756E1
5.765034141E0,-6.533288956E-2,-4.941674232E0,-1.036993504E1,1.148738287E1
5.784985129E0,1.782298088E-1,-5.782656193E0,-8.338721275E0,1.014914533E1
5.804934874E0,2.632394791E0,-4.619568825E0,-5.980263233E0,8.002091402E0
5.824877093E0,5.708577156E0,-4.152210712E0,-4.833021641E0,8.554928704E0
5.844828080E0,7.852114677E0,-4.703212261E0,-6.850177288E0,1.143244678E1
5.864778783E0,9.909944534E0,-5.690711975E0,-9.695247650E0,1.498629475E1
5.884729933E0,1.088639069E1,-6.754538059E0,-1.207205677E1,1.760317702E1
5.904679658E0,7.957229614E0,-6.714273453E0,-1.212202644E1,1.597943980E1
5.924644664E0,3.827236652E0,-5.698441505E0,-9.502822876E0,1.172278203E1
5.944572112E0,2.365546465E0,-4.879823208E0,-6.122270107E0,8.178672012E0
5.964535102E0,3.869358540E0,-4.078828335E0,-3.274378777E0,6.506176486E0
5.984482753E0,5.365374088E0,-3.739179611E0,-2.768227577E0,7.101534144E0
6.004441166E0,5.492189407E0,-3.692262888E0,-3.775961876E0,7.619372534E0
6.024393985E0,5.161004543E0,-3.543028593E0,-5.607729435E0,8.404501706E0
6.044211493E0,5.309987068E0,-3.243805885E0,-6.637379169E0,9.097969088E0
6.064298625E0,5.370298862E0,-2.887019873E0,-6.485774517E0,8.901700102E0
6.084236021E0,5.848667622E0,-2.600816727E0,-6.553462505E0,9.160733126E0
6.104196591E0,5.282930374E0,-2.155811310E0,-6.670380592E0,8.777861527E0
6.124147599E0,4.650416374E0,-1.733377218E0,-6.896402359E0,8.496548389E0
6.144098281E0,4.439680099E0,-1.094662428E0,-7.215780258E0,8.542630154E0
6.164041741E0,3.106600285E0,1.762747765E-2,-5.660776138E0,6.457217864E0
6.184007763E0,1.409499168E0,1.513928175E0,-2.755968094E0,3.445870943E0
6.203950408E0,-7.356748581E-1,2.394619465E0,2.698521614E-1,2.519571405E0
6.223901294E0,-2.888132095E0,2.623491287E0,3.403979301E0,5.177942508E0
