"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.042355667E0,5.382496494E-1,1.103016276E0,4.643496144E-1,1.312241652E0
2.052337667E0,6.718770920E-1,1.039912686E0,3.252560484E-1,1.280089340E0
2.062319667E0,3.139296994E-1,6.153475998E-1,-1.637723243E-1,7.099478142E-1
2.072301667E0,9.185538711E-1,8.305043051E-1,-1.364316210E0,1.842508436E0
2.082283667E0,1.394944072E0,1.370657954E0,-1.574660438E0,2.510802199E0
2.092264667E0,8.174106351E-1,1.303916958E0,-1.615345364E0,2.231076024E0
2.102246667E0,-1.967327866E-1,1.058678301E0,-2.078083486E0,2.340498774E0
2.112228667E0,-4.831203461E-1,1.093238123E0,-2.271106507E0,2.566417664E0
2.122210667E0,-5.328561777E-1,1.076041973E0,-2.302521257E0,2.596806919E0
2.132192667E0,-7.787641941E-1,6.990298073E-1,-1.693289334E0,1.990564018E0
2.142173667E0,-6.809114787E-1,1.609578036E-1,-8.210093039E-1,1.078704841E0
2.152155667E0,-3.658351403E-1,-2.890470011E-1,1.834061050E-1,5.010202771E-1
2.162137667E0,-3.311620286E-1,-7.282064632E-1,1.357224707E0,1.575440208E0
2.172119667E0,-7.046795332E-1,-9.664057298E-1,2.413490301E0,2.693594014E0
2.182101667E0,-8.973482126E-1,-1.073372135E0,3.151816467E0,3.448377676E0
2.192082667E0,-1.012999706E0,-1.183618974E0,3.495106498E0,3.826603156E0
2.202064667E0,-1.342586495E0,-1.370475521E0,3.394871188E0,3.899473302E0
2.212046667E0,-1.444090650E0,-1.469344044E0,3.017877222E0,3.654032382E0
2.222028667E0,-1.170916629E0,-1.228643412E0,2.887087871E0,3.349012804E0
2.232010667E0,-1.320657390E0,-1.306953417E0,2.973184029E0,3.506007194E0
2.241991667E0,-1.306401001E0,-1.409224727E0,3.124625745E0,3.668226268E0
2.251973667E0,-1.346503545E0,-1.407081284E0,3.127168699E0,3.684037677E0
2.261955667E0,-1.198671315E0,-1.605006610E0,2.927329579E0,3.547128078E0
2.271937667E0,-9.088157719E-1,-1.785944020E0,2.418345244E0,3.140690349E0
2.281919667E0,-6.541131046E-1,-1.852145465E0,1.653595510E0,2.567622419E0
2.291901667E0,-4.184790847E-1,-1.867781651E0,1.021110379E0,2.169423759E0
2.301882667E0,-2.739376679E-1,-1.638880992E0,4.505291355E-1,1.721612399E0
2.311864667E0,-3.074609247E-1,-1.522978068E0,1.008931214E-1,1.556975863E0
2.321846667E0,-1.233437982E-1,-1.421772413E0,-5.357102036E-2,1.428117762E0
2.331828667E0,2.317386049E-1,-1.168572992E0,-1.680144793E-1,1.203118649E0
2.341810667E0,2.389052448E-1,-9.213906477E-1,-1.199614763E-1,9.593889709E-1
2.351791667E0,6.973857164E-2,-7.154875997E-1,4.839681923E-2,7.205055349E-1
